Column1.model,Column1.key,Column1.analysis.sentiment.level,Column1.analysis.sarcasm.level,Column1.analysis.comfort.level,Column1.analysis.value.level,Column1.analysis.facilities.level,Column1.analysis.location.level,Column1.analysis.staff.level,Column1.analysis.cleanliness.level,Column1.analysis.food.level
deepseek-r1_8b,302,中立,未提及,一般,好,一般,好,一般,一般,未提及
deepseek-r1_8b,303,非常正面,未提及,好,好,好,好,好,好,未提及
deepseek-r1_8b,304,非常正面,未提及,好,好,非常好,非常好,未提及,好,未提及
deepseek-r1_8b,305,中立,未提及,一般,未提及,一般,好,未提及,一般,未提及
deepseek-r1_8b,307,正面,未提及,好,好,好,好,好,好,未提及
deepseek-r1_8b,308,正面,未提及,好,好,一般,未提及,好,未提及,未提及
deepseek-r1_8b,309,非常正面,未提及,一般,好,一般,未提及,差,未提及,一般
deepseek-r1_8b,310,非常負面,有反諷,差,非常差,一般,未提及,差,未提及,未提及
deepseek-r1_8b,311,正面,未提及,好,好,一般,好,一般,非常好,未提及
deepseek-r1_8b,312,正面,未提及,好,好,好,好,未提及,好,未提及
deepseek-r1_8b,313,非常負面,有反諷,非常差,非常差,非常差,未提及,差,非常差,未提及
deepseek-r1_8b,314,非常負面,未提及,差,差,未提及,未提及,差,未提及,未提及
deepseek-r1_8b,315,非常負面,未提及,非常差,未提及,差,好,一般,非常差,未提及
deepseek-r1_8b,316,非常正面,未提及,好,好,一般,好,差,未提及,未提及
deepseek-r1_8b,317,正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,好
deepseek-r1_8b,318,中立,未提及,一般,好,一般,好,好,一般,未提及
deepseek-r1_8b,319,非常負面,未提及,非常差,非常差,非常差,未提及,差,非常差,未提及
deepseek-r1_8b,320,中立,未提及,差,一般,差,好,一般,好,未提及
deepseek-r1_8b,321,中立,未提及,一般,未提及,差,未提及,差,未提及,未提及
deepseek-r1_8b,322,正面,未提及,好,好,好,未提及,好,未提及,好
deepseek-r1_8b,323,正面,未提及,非常好,好,非常好,一般,非常好,非常好,未提及
deepseek-r1_8b,324,正面,未提及,好,好,一般,好,好,好,未提及
deepseek-r1_8b,325,正面,未提及,好,好,好,非常好,非常好,好,未提及
deepseek-r1_8b,326,中立,未提及,一般,好,一般,一般,未提及,好,一般
deepseek-r1_8b,327,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
deepseek-r1_8b,328,正面,未提及,一般,好,一般,好,好,一般,未提及
deepseek-r1_8b,329,非常正面,未提及,非常好,好,非常好,未提及,非常好,非常好,未提及
deepseek-r1_8b,330,中立,未提及,一般,未提及,一般,好,未提及,一般,未提及
deepseek-r1_8b,331,中立,未提及,差,未提及,一般,好,未提及,好,未提及
deepseek-r1_8b,332,正面,未提及,好,好,好,非常好,未提及,好,未提及
deepseek-r1_8b,333,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,非常好
deepseek-r1_8b,335,非常負面,未提及,非常差,未提及,非常差,未提及,未提及,非常差,未提及
deepseek-r1_8b,336,正面,未提及,好,好,好,非常好,好,好,未提及
deepseek-r1_8b,337,中立,未提及,差,未提及,一般,未提及,未提及,一般,未提及
deepseek-r1_8b,338,中立,未提及,好,好,好,非常好,好,非常好,未提及
deepseek-r1_8b,339,正面,未提及,好,好,好,好,未提及,好,未提及
deepseek-r1_8b,340,非常負面,未提及,差,一般,差,未提及,好,差,未提及
deepseek-r1_8b,341,中立,未提及,差,差,差,未提及,未提及,差,未提及
deepseek-r1_8b,343,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
deepseek-r1_8b,344,非常負面,未提及,差,差,差,好,一般,差,未提及
deepseek-r1_8b,345,正面,未提及,好,好,好,好,未提及,好,未提及
deepseek-r1_8b,346,中立,未提及,好,好,好,一般,好,好,一般
deepseek-r1_8b,347,中立,未提及,一般,好,一般,好,一般,好,一般
deepseek-r1_8b,348,非常正面,未提及,好,好,未提及,未提及,好,未提及,好
deepseek-r1_8b,349,中立,未提及,差,未提及,差,好,未提及,差,未提及
deepseek-r1_8b,350,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,非常好,未提及
deepseek-r1_8b,351,正面,未提及,好,好,好,未提及,未提及,未提及,好
deepseek-r1_8b,352,中立,未提及,差,未提及,差,未提及,未提及,未提及,未提及
deepseek-r1_8b,353,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
deepseek-r1_8b,354,非常正面,未提及,非常好,非常好,非常好,一般,非常好,非常好,未提及
deepseek-r1_8b,355,中立,未提及,好,好,一般,好,未提及,差,好
deepseek-r1_8b,356,正面,未提及,好,好,一般,好,好,一般,未提及
deepseek-r1_8b,357,非常負面,未提及,非常差,差,差,未提及,未提及,差,未提及
deepseek-r1_8b,359,正面,未提及,好,好,好,好,好,差,未提及
deepseek-r1_8b,360,中立,未提及,差,差,差,好,差,非常差,未提及
deepseek-r1_8b,361,正面,未提及,好,未提及,非常好,未提及,未提及,未提及,未提及
deepseek-r1_8b,362,非常正面,未提及,好,非常好,好,未提及,非常好,未提及,未提及
deepseek-r1_8b,363,非常正面,未提及,好,好,好,好,好,好,未提及
deepseek-r1_8b,364,非常負面,未提及,非常差,未提及,非常差,未提及,未提及,非常差,未提及
deepseek-r1_8b,365,正面,未提及,好,好,一般,好,好,好,未提及
deepseek-r1_8b,366,非常正面,未提及,好,好,好,好,好,好,好
deepseek-r1_8b,367,正面,未提及,好,好,一般,一般,非常好,未提及,未提及
deepseek-r1_8b,368,正面,未提及,好,好,一般,非常好,好,未提及,未提及
deepseek-r1_8b,369,非常負面,未提及,差,非常差,差,一般,未提及,差,未提及
deepseek-r1_8b,370,非常負面,未提及,非常差,非常差,非常差,好,差,非常差,未提及
deepseek-r1_8b,371,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,好
deepseek-r1_8b,372,正面,未提及,好,好,一般,好,一般,好,好
deepseek-r1_8b,373,非常正面,未提及,好,好,好,好,好,好,未提及
deepseek-r1_8b,374,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,非常差,未提及
deepseek-r1_8b,375,非常正面,未提及,好,非常好,一般,好,未提及,好,未提及
deepseek-r1_8b,376,非常負面,有反諷,差,差,差,差,差,未提及,未提及
deepseek-r1_8b,377,非常負面,未提及,差,非常差,非常差,未提及,未提及,非常差,未提及
deepseek-r1_8b,378,中立,未提及,好,好,非常好,差,好,一般,未提及
deepseek-r1_8b,379,非常負面,未提及,差,非常差,差,未提及,差,非常差,未提及
deepseek-r1_8b,380,正面,未提及,好,好,好,好,好,好,未提及
deepseek-r1_8b,381,非常正面,未提及,一般,好,差,未提及,一般,差,未提及
deepseek-r1_8b,382,非常負面,有反諷,差,差,差,未提及,非常差,未提及,未提及
deepseek-r1_8b,383,非常正面,未提及,好,好,未提及,未提及,非常好,未提及,未提及
deepseek-r1_8b,384,中立,未提及,一般,好,差,好,未提及,一般,未提及
deepseek-r1_8b,385,非常正面,未提及,好,好,非常好,好,好,好,非常好
deepseek-r1_8b,387,非常負面,未提及,差,非常差,差,一般,非常差,未提及,未提及
deepseek-r1_8b,388,非常負面,未提及,一般,差,未提及,未提及,未提及,未提及,未提及
deepseek-r1_8b,389,非常正面,未提及,好,好,好,非常好,好,好,未提及
deepseek-r1_8b,390,正面,未提及,非常好,好,好,非常好,未提及,非常好,未提及
deepseek-r1_8b,391,正面,未提及,好,好,好,好,未提及,未提及,好
deepseek-r1_8b,392,非常負面,未提及,非常差,差,非常差,差,非常差,非常差,未提及
deepseek-r1_8b,393,非常負面,未提及,非常差,未提及,差,未提及,未提及,非常差,未提及
deepseek-r1_8b,395,非常正面,未提及,非常好,好,好,非常好,未提及,好,未提及
deepseek-r1_8b,396,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
deepseek-r1_8b,397,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,未提及
deepseek-r1_8b,398,非常正面,未提及,非常好,非常好,非常好,非常好,未提及,非常好,未提及
deepseek-r1_8b,399,正面,未提及,好,好,未提及,好,好,未提及,未提及
deepseek-r1_14b,0,非常正面,未提及,好,好,一般,好,非常好,未提及,未提及
deepseek-r1_14b,1,正面,未提及,好,好,好,非常好,好,非常好,未提及
deepseek-r1_14b,2,正面,未提及,好,好,未提及,好,未提及,未提及,未提及
deepseek-r1_14b,3,非常負面,未提及,差,差,未提及,未提及,差,未提及,未提及
deepseek-r1_14b,4,正面,未提及,好,未提及,好,好,好,非常好,未提及
deepseek-r1_14b,5,中立,未提及,差,差,差,差,未提及,未提及,未提及
deepseek-r1_14b,6,正面,未提及,一般,好,一般,一般,好,好,差
deepseek-r1_14b,7,非常正面,有反諷,差,未提及,未提及,未提及,差,一般,未提及
deepseek-r1_14b,8,正面,未提及,好,好,一般,好,非常好,好,未提及
deepseek-r1_14b,9,非常正面,未提及,好,好,好,一般,未提及,未提及,好
deepseek-r1_14b,10,正面,未提及,一般,好,一般,好,未提及,未提及,未提及
deepseek-r1_14b,11,非常正面,未提及,非常好,非常好,好,非常好,非常好,好,非常好
deepseek-r1_14b,12,非常負面,未提及,差,非常差,非常差,未提及,一般,非常差,未提及
deepseek-r1_14b,13,非常正面,未提及,好,好,未提及,未提及,非常好,好,未提及
deepseek-r1_14b,14,非常負面,未提及,差,一般,差,未提及,差,差,一般
deepseek-r1_14b,15,非常負面,未提及,差,差,差,未提及,未提及,未提及,未提及
deepseek-r1_14b,16,非常負面,未提及,差,差,差,未提及,差,未提及,未提及
deepseek-r1_14b,17,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,非常好,非常好
deepseek-r1_14b,18,正面,未提及,一般,好,一般,一般,好,一般,一般
deepseek-r1_14b,19,非常正面,未提及,好,差,差,好,一般,差,一般
deepseek-r1_14b,20,非常負面,未提及,非常差,差,非常差,未提及,未提及,非常差,未提及
deepseek-r1_14b,21,非常正面,未提及,好,好,好,好,非常好,未提及,未提及
deepseek-r1_14b,22,非常負面,未提及,差,非常差,差,一般,非常差,一般,未提及
deepseek-r1_14b,23,正面,未提及,好,好,一般,好,非常好,非常好,非常好
deepseek-r1_14b,24,正面,未提及,非常好,未提及,一般,未提及,未提及,未提及,未提及
deepseek-r1_14b,25,正面,未提及,非常好,非常好,好,好,一般,非常好,未提及
deepseek-r1_14b,26,負面,未提及,一般,差,一般,一般,好,差,未提及
deepseek-r1_14b,27,非常負面,未提及,差,差,差,未提及,差,差,未提及
deepseek-r1_14b,28,正面,未提及,一般,未提及,好,非常好,好,好,一般
deepseek-r1_14b,29,正面,未提及,差,好,一般,非常好,未提及,未提及,未提及
deepseek-r1_14b,30,負面,未提及,差,差,未提及,未提及,非常差,未提及,未提及
deepseek-r1_14b,31,非常負面,未提及,差,非常差,差,未提及,未提及,差,未提及
deepseek-r1_14b,32,正面,未提及,好,好,非常好,好,非常好,非常好,未提及
deepseek-r1_14b,33,正面,未提及,一般,好,一般,未提及,未提及,一般,未提及
deepseek-r1_14b,34,正面,未提及,好,一般,好,好,非常好,非常好,未提及
deepseek-r1_14b,35,非常負面,未提及,差,非常差,一般,未提及,差,非常差,非常差
deepseek-r1_14b,36,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
deepseek-r1_14b,37,正面,未提及,好,一般,好,一般,好,非常好,未提及
deepseek-r1_14b,38,正面,未提及,好,差,一般,好,好,未提及,未提及
deepseek-r1_14b,39,非常正面,未提及,差,未提及,差,未提及,差,一般,未提及
deepseek-r1_14b,40,非常負面,未提及,非常差,非常差,非常差,一般,一般,非常差,未提及
deepseek-r1_14b,41,正面,未提及,一般,好,未提及,好,未提及,非常好,未提及
deepseek-r1_14b,42,正面,未提及,好,一般,非常好,一般,一般,一般,未提及
deepseek-r1_14b,43,非常正面,未提及,非常好,非常好,好,未提及,非常好,未提及,未提及
deepseek-r1_14b,44,非常正面,未提及,非常好,非常好,好,非常好,非常好,未提及,未提及
deepseek-r1_14b,45,負面,未提及,差,差,一般,未提及,差,未提及,一般
deepseek-r1_14b,46,正面,未提及,非常好,好,非常好,好,一般,非常好,未提及
deepseek-r1_14b,47,正面,未提及,好,好,一般,好,未提及,一般,好
deepseek-r1_14b,48,正面,未提及,一般,好,一般,未提及,未提及,未提及,未提及
deepseek-r1_14b,49,正面,未提及,好,好,好,好,未提及,未提及,未提及
deepseek-r1_14b,50,正面,未提及,好,好,一般,好,好,好,未提及
deepseek-r1_14b,51,非常正面,未提及,好,好,一般,好,非常好,非常好,好
deepseek-r1_14b,52,非常負面,有反諷,差,差,差,未提及,差,差,未提及
deepseek-r1_14b,53,正面,未提及,一般,未提及,一般,好,非常好,差,未提及
deepseek-r1_14b,55,正面,未提及,一般,差,好,未提及,未提及,好,未提及
deepseek-r1_14b,56,非常正面,未提及,非常好,非常好,未提及,未提及,未提及,未提及,非常好
deepseek-r1_14b,57,非常負面,有反諷,差,差,未提及,未提及,未提及,未提及,未提及
deepseek-r1_14b,58,負面,未提及,差,一般,一般,好,未提及,差,未提及
deepseek-r1_14b,59,正面,未提及,好,一般,好,未提及,未提及,一般,未提及
deepseek-r1_14b,60,非常正面,未提及,一般,差,一般,未提及,差,未提及,一般
deepseek-r1_14b,61,非常正面,未提及,一般,未提及,一般,未提及,非常差,未提及,一般
deepseek-r1_14b,62,非常正面,有反諷,好,非常好,好,一般,非常好,好,未提及
deepseek-r1_14b,63,正面,未提及,好,一般,一般,一般,非常好,非常好,未提及
deepseek-r1_14b,64,非常負面,未提及,差,差,差,未提及,未提及,差,未提及
deepseek-r1_14b,65,中立,未提及,一般,好,一般,未提及,未提及,未提及,未提及
deepseek-r1_14b,66,非常負面,未提及,差,非常差,一般,未提及,差,一般,未提及
deepseek-r1_14b,67,正面,未提及,非常好,好,非常好,一般,好,一般,一般
deepseek-r1_14b,68,非常負面,未提及,差,差,一般,未提及,非常差,好,未提及
deepseek-r1_14b,69,正面,未提及,一般,好,一般,好,未提及,未提及,一般
deepseek-r1_14b,70,非常正面,未提及,非常好,非常好,好,一般,非常好,好,未提及
deepseek-r1_14b,71,正面,未提及,好,非常好,好,好,未提及,非常好,一般
deepseek-r1_14b,72,非常正面,未提及,一般,未提及,未提及,未提及,好,非常好,未提及
deepseek-r1_14b,73,非常正面,未提及,好,未提及,未提及,未提及,非常好,未提及,未提及
deepseek-r1_14b,74,正面,未提及,好,一般,好,一般,好,非常好,未提及
deepseek-r1_14b,75,非常正面,未提及,非常好,非常好,好,非常好,非常好,好,一般
deepseek-r1_14b,76,正面,有反諷,好,好,未提及,非常好,一般,未提及,未提及
deepseek-r1_14b,77,中立,未提及,一般,差,一般,好,非常好,未提及,差
deepseek-r1_14b,78,正面,未提及,一般,未提及,好,未提及,非常好,未提及,一般
deepseek-r1_14b,79,負面,未提及,差,一般,好,好,未提及,好,未提及
deepseek-r1_14b,80,非常負面,未提及,差,差,未提及,未提及,非常差,未提及,未提及
deepseek-r1_14b,81,正面,未提及,一般,好,好,未提及,好,非常好,未提及
deepseek-r1_14b,82,非常正面,未提及,好,非常好,好,好,非常好,未提及,好
deepseek-r1_14b,83,正面,未提及,好,好,一般,未提及,好,非常好,未提及
deepseek-r1_14b,84,非常正面,未提及,非常好,好,非常好,好,未提及,未提及,未提及
deepseek-r1_14b,85,非常負面,未提及,差,差,差,未提及,未提及,未提及,未提及
deepseek-r1_14b,87,正面,未提及,好,一般,好,一般,好,非常好,一般
deepseek-r1_14b,88,非常負面,未提及,差,非常差,非常差,未提及,未提及,非常差,未提及
deepseek-r1_14b,89,正面,未提及,差,好,一般,好,非常好,未提及,未提及
